Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""904429"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€21/ m2"", ""Užitná plocha"": ""49m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""MHD 5 minutes on foot""}",True,904429,€21/ m2,,E - Wasteful,01/07/2025,49m²,2. podlaží z 4,After reconstruction,3+1,Over 50 years,,,
"{""Listing ID"": ""904431"", ""Layout"": ""3+1"", ""Plot space"": ""195m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""3"", ""Užitná plocha"": ""135m²"", ""Available from"": ""08/06/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,593/ m2"", """": ""MHD 6 minutes on foot""}",True,904431,"€3,593/ m2",,D - Less economical,08/06/2025,135m²,,Good,3+1,Over 50 years,195m²,3,
"{""Listing ID"": ""904434"", ""Layout"": ""4+1"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""1"", ""Užitná plocha"": ""142m²"", ""Plot space"": ""717m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,211/ m2"", """": ""Parking""}",True,904434,"€5,211/ m2",,G - Extremely uneconomical,,142m²,,,4+1,Over 50 years,717m²,1,
"{""Listing ID"": ""904438"", ""Plot space"": ""564m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""302m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,646/ m2"", """": ""MHD 6 minutes on foot""}",True,904438,"€2,646/ m2",,D - Less economical,,302m²,,Very good,,Over 50 years,564m²,2,
"{""Listing ID"": ""904440"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""48m²"", ""Available from"": ""08/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""€4,896/ m2"", """": ""MHD 1 minute on foot""}",True,904440,"€4,896/ m2",,,08/06/2025,48m²,2. podlaží z 3,After reconstruction,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""886650"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""66m²"", ""Location"": ""The quiet part"", ""Available from"": ""22/05/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 318/ m2"", """": ""MHD 0 minutes on foot""}",True,886650,CZK 318/ m2,The quiet part,G - Extremely uneconomical,22/05/2025,66m²,1. podlaží,Good,3+1,,,,
"{""Listing ID"": ""886669"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""39m²"", ""Location"": ""The quiet part"", ""Available from"": ""13/05/2025"", ""Floor"": ""5. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 420/ m2"", """": ""MHD 1 minute on foot""}",True,886669,CZK 420/ m2,The quiet part,G - Extremely uneconomical,13/05/2025,39m²,5. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""872652"", ""Plot space"": ""4,567m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2"", """": ""MHD 3 minutes by car""}",True,872652,CZK 39/ m2,Solitude,,,,,Very good,,,"4,567m²",,Field
"{""Listing ID"": ""872653"", ""Plot space"": ""4,659m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 14 minutes by car""}",True,872653,CZK 38/ m2,Solitude,,,,,Very good,,,"4,659m²",,Field
"{""Listing ID"": ""875584"", ""Plot space"": ""24,048m²"", ""Plot type"": ""Garden"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 55/ m2"", """": ""MHD 6 minutes by car""}",True,875584,CZK 55/ m2,Polosamota,,,,,Very good,,,"24,048m²",,Garden
"{""Listing ID"": ""875586"", ""Plot space"": ""3,221m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 29/ m2"", """": ""MHD 3 minutes by car""}",True,875586,CZK 29/ m2,The quiet part,,,,,Very good,,,"3,221m²",,Meadow
"{""Listing ID"": ""875588"", ""Plot space"": ""1,611m²"", ""Plot type"": ""Meadow"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 23/ m2"", """": ""MHD 8 minutes on foot""}",True,875588,CZK 23/ m2,The quiet part,,,,,Very good,,,"1,611m²",,Meadow
"{""Listing ID"": ""877859"", ""Plot space"": ""3,028m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2"", """": ""MHD 2 minutes by car""}",True,877859,CZK 39/ m2,Solitude,,,,,Very good,,,"3,028m²",,Meadow
"{""Listing ID"": ""877861"", ""Plot space"": ""7,060m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 30/ m2"", """": ""MHD 2 minutes by car""}",True,877861,CZK 30/ m2,Solitude,,,,,Very good,,,"7,060m²",,Meadow
"{""Listing ID"": ""877888"", ""Plot space"": ""3,960m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 30/ m2"", """": ""MHD 1 minute by car""}",True,877888,CZK 30/ m2,Solitude,,,,,Very good,,,"3,960m²",,Garden
"{""Listing ID"": ""877890"", ""Plot space"": ""3,071m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 1 minute by car""}",True,877890,CZK 34/ m2,Solitude,,,,,Very good,,,"3,071m²",,Meadow
"{""Listing ID"": ""877930"", ""Plot space"": ""1,952m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,024/ m2"", """": ""MHD 9 minutes by car""}",True,877930,"CZK 1,024/ m2",Solitude,,,,,Very good,,,"1,952m²",,Meadow
"{""Listing ID"": ""881110"", ""Plot space"": ""47,141m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 38/ m2"", """": ""MHD 7 minutes on foot""}",True,881110,CZK 38/ m2,Solitude,,,,,Very good,,,"47,141m²",,Field
"{""Listing ID"": ""881112"", ""Plot space"": ""4,002m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 3 minutes by car""}",True,881112,CZK 40/ m2,Solitude,,,,,Very good,,,"4,002m²",,Meadow
"{""Listing ID"": ""884390"", ""Plot space"": ""12,700m²"", ""Plot type"": ""Commercial"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 386/ m2"", """": ""MHD 3 minutes on foot""}",True,884390,CZK 386/ m2,The quiet part,,,,,Very good,,,"12,700m²",,Commercial
"{""Listing ID"": ""884391"", ""Plot space"": ""3,264m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 54/ m2""}",True,884391,CZK 54/ m2,Solitude,,,,,Very good,,,"3,264m²",,Field
"{""Listing ID"": ""884398"", ""Plot space"": ""5,237m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 48/ m2""}",True,884398,CZK 48/ m2,Solitude,,,,,Very good,,,"5,237m²",,Field
"{""Listing ID"": ""884475"", ""Plot space"": ""10,526m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 4 minutes by car""}",True,884475,CZK 43/ m2,Solitude,,,,,Very good,,,"10,526m²",,Field
"{""Listing ID"": ""895959"", ""Plot space"": ""3,035m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 99/ m2"", """": ""MHD 2 minutes by car""}",True,895959,CZK 99/ m2,Solitude,,,,,Very good,,,"3,035m²",,Field
"{""Listing ID"": ""896160"", ""Layout"": ""Studio"", ""Available from"": ""01/05/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 485/ m2"", ""Užitná plocha"": ""34m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 2 minutes on foot""}",True,896160,CZK 485/ m2,,B - Very economical,01/05/2025,34m²,2. podlaží,New-build,Studio,,,,
"{""Listing ID"": ""904441"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""91m²"", ""Available from"": ""01/11/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""€5,000/ m2"", """": ""MHD 2 minutes on foot""}",True,904441,"€5,000/ m2",,,01/11/2025,91m²,Ground floor,After reconstruction,4+1,Over 50 years,,,
"{""Listing ID"": ""904442"", ""Layout"": ""5+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,238/ m2"", ""Užitná plocha"": ""168m²"", ""Plot space"": ""169m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""3"", """": ""Garage""}",True,904442,"€5,238/ m2",,A - Extremely economical,,168m²,,Very good,5+1,Over 50 years,169m²,3,
"{""Listing ID"": ""904443"", ""Layout"": ""4+1"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€5,625/ m2"", ""Užitná plocha"": ""88m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,904443,"€5,625/ m2",,,,88m²,1. podlaží,After reconstruction,4+1,Over 50 years,,,
"{""Listing ID"": ""904444"", ""Layout"": ""4+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""123m²"", ""Available from"": ""01/01/2026"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€9,228/ m2"", """": ""Garage""}",True,904444,"€9,228/ m2",,,01/01/2026,123m²,1. podlaží z 2,Very good,4+1,Over 50 years,,,
"{""Listing ID"": ""904445"", ""Layout"": ""4+kk"", ""Condition"": ""After reconstruction"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€12,416/ m2"", ""Užitná plocha"": ""149m²"", ""Available from"": ""01/04/2026"", ""Floor"": ""2. podlaží z 5"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904445,"€12,416/ m2",,B - Very economical,01/04/2026,149m²,2. podlaží z 5,After reconstruction,4+kk,Over 50 years,,,
"{""Listing ID"": ""904446"", ""Plot space"": ""583m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""1"", ""Užitná plocha"": ""265m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,468/ m2"", """": ""MHD 3 minutes on foot""}",True,904446,"€5,468/ m2",,D - Less economical,,265m²,,Good,,Over 50 years,583m²,1,
"{""Listing ID"": ""904449"", ""Layout"": ""7+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,984/ m2"", ""Užitná plocha"": ""184m²"", ""Plot space"": ""868m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""3"", """": ""MHD 4 minutes on foot""}",True,904449,"€2,984/ m2",,F - Very uneconomical,,184m²,,Good,7+1,Over 50 years,868m²,3,
"{""Listing ID"": ""904452"", ""Layout"": ""3+1"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""96m²"", ""Available from"": ""08/06/2025"", ""Price per unit"": ""€1,875/ m2"", """": ""Garage""}",True,904452,"€1,875/ m2",,,08/06/2025,96m²,,,3+1,Over 50 years,,,
"{""Listing ID"": ""904454"", ""Layout"": ""6+1"", ""Plot space"": ""302m²"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€2,778/ m2"", ""Užitná plocha"": ""162m²"", ""Available from"": ""08/06/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,904454,"€2,778/ m2",,A - Extremely economical,08/06/2025,162m²,,Good,6+1,Over 50 years,302m²,,
"{""Listing ID"": ""904456"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€12/ m2"", ""Užitná plocha"": ""83m²"", ""Available from"": ""08/06/2025"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904456,€12/ m2,,,08/06/2025,83m²,,After reconstruction,3+1,Over 50 years,,,
"{""Listing ID"": ""904457"", ""Plot space"": ""7,800m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€310/ m2"", ""Užitná plocha"": ""500m²"", ""Condition"": ""After reconstruction"", ""Total floors"": ""3"", """": ""Parking""}",True,904457,€310/ m2,,,,500m²,,After reconstruction,,Over 50 years,"7,800m²",3,
"{""Listing ID"": ""904458"", ""Layout"": ""3+1"", ""Plot space"": ""1,021m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,952/ m2"", ""Užitná plocha"": ""125m²"", ""Available from"": ""08/06/2025"", ""Condition"": ""Very good"", ""Total floors"": ""1"", """": ""Garage""}",True,904458,"€2,952/ m2",,,08/06/2025,125m²,,Very good,3+1,Over 50 years,"1,021m²",1,
"{""Listing ID"": ""904459"", ""Layout"": ""6+1"", ""Plot space"": ""332m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""4"", ""Užitná plocha"": ""110m²"", ""Available from"": ""01/09/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,364/ m2"", """": ""Garage""}",True,904459,"€2,364/ m2",,E - Wasteful,01/09/2025,110m²,,Good,6+1,Over 50 years,332m²,4,
"{""Listing ID"": ""904461"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,074/ m2"", ""Užitná plocha"": ""188m²"", ""Plot space"": ""850m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""2"", """": ""Garage""}",True,904461,"€3,074/ m2",,B - Very economical,,188m²,,Good,5+1,Over 50 years,850m²,2,
"{""Listing ID"": ""904462"", ""Available from"": ""01/07/2025"", ""Price per unit"": ""€9/ m2"", ""Plocha nebytového prostoru"": ""87m²"", ""Condition"": ""Very good"", """": ""MHD 3 minutes on foot""}",True,904462,€9/ m2,,,01/07/2025,,,Very good,,,,,
"{""Listing ID"": ""904463"", ""Layout"": ""2 bedroom"", ""Price per unit"": ""€21/ m2"", ""Plocha nebytového prostoru"": ""118m²"", ""Available from"": ""01/02/2026"", """": ""MHD 0 minutes on foot""}",True,904463,€21/ m2,,,01/02/2026,,,,2 bedroom,,,,
"{""Listing ID"": ""904467"", ""Layout"": ""4+1"", ""Plot space"": ""820m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""133m²"", ""Available from"": ""08/06/2025"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,474/ m2"", """": ""Parking""}",True,904467,"€4,474/ m2",,A - Extremely economical,08/06/2025,133m²,,Very good,4+1,Over 50 years,820m²,2,
"{""Listing ID"": ""904468"", ""Available from"": ""01/06/2025"", ""Condition"": ""Good"", ""Price per unit"": ""€13/ m2"", ""Plocha nebytového prostoru"": ""75m²"", ""Plot space"": ""120m²"", ""Age"": ""Over 50 years"", """": ""MHD 4 minutes on foot""}",True,904468,€13/ m2,,,01/06/2025,,,Good,,Over 50 years,120m²,,
"{""Listing ID"": ""904470"", ""Layout"": ""3+1"", ""Condition"": ""New-build"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""77m²"", ""Available from"": ""01/07/2025"", ""Age"": ""Over 50 years"", """": ""MHD 9 minutes on foot""}",True,904470,€13/ m2,,,01/07/2025,77m²,,New-build,3+1,Over 50 years,,,
"{""Listing ID"": ""904471"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""€3,036/ m2"", ""Užitná plocha"": ""84m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,904471,"€3,036/ m2",,,,84m²,2. podlaží z 3,After reconstruction,3+1,Over 50 years,,,
"{""Listing ID"": ""904472"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""Price per unit"": ""€5,542/ m2"", ""Užitná plocha"": ""72m²"", ""Available from"": ""08/06/2025"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,904472,"€5,542/ m2",,,08/06/2025,72m²,,Very good,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""904473"", ""Plot space"": ""558m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", ""Užitná plocha"": ""210m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,429/ m2"", """": ""MHD 0 minutes on foot""}",True,904473,"€3,429/ m2",,G - Extremely uneconomical,,210m²,,Good,,Over 50 years,558m²,2,
"{""Listing ID"": ""904475"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""81m²"", ""Available from"": ""08/06/2025"", ""Floor"": ""4. podlaží z 7"", ""Price per unit"": ""€5,667/ m2"", """": ""Garage""}",True,904475,"€5,667/ m2",,,08/06/2025,81m²,4. podlaží z 7,After reconstruction,3+1,Over 50 years,,,
"{""Listing ID"": ""904477"", ""Layout"": ""4+1"", ""Condition"": ""New-build"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€4,265/ m2"", ""Užitná plocha"": ""108m²"", ""Available from"": ""01/03/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,904477,"€4,265/ m2",,A - Extremely economical,01/03/2025,108m²,1. podlaží z 2,New-build,4+1,Over 50 years,,,
"{""Listing ID"": ""904478"", ""Available from"": ""01/01/2026"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""988m²"", ""Condition"": ""Good"", ""Price per unit"": ""€2,621/ m2"", """": ""MHD 2 minutes on foot""}",True,904478,"€2,621/ m2",,,01/01/2026,,,Good,,Over 50 years,,,
"{""Listing ID"": ""904479"", ""Layout"": ""6+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,750/ m2"", ""Užitná plocha"": ""180m²"", ""Plot space"": ""847m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""2"", """": ""Garage""}",True,904479,"€3,750/ m2",,B - Very economical,,180m²,,Very good,6+1,Over 50 years,847m²,2,
"{""Listing ID"": ""904481"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""75m²"", ""Available from"": ""08/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""€8/ m2"", """": ""MHD 0 minutes on foot""}",True,904481,€8/ m2,,,08/06/2025,75m²,2. podlaží z 3,After reconstruction,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""904482"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""49m²"", ""Available from"": ""08/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904482,€9/ m2,,E - Wasteful,08/06/2025,49m²,1. podlaží z 2,After reconstruction,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""904485"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€8,663/ m2"", ""Užitná plocha"": ""172m²"", ""Plot space"": ""680m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,904485,"€8,663/ m2",,F - Very uneconomical,,172m²,,Good,5+1,Over 50 years,680m²,2,
"{""Listing ID"": ""904487"", ""Layout"": ""6+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,361/ m2"", ""Užitná plocha"": ""208m²"", ""Plot space"": ""841m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""4"", """": ""MHD 3 minutes on foot""}",True,904487,"€3,361/ m2",,F - Very uneconomical,,208m²,,After reconstruction,6+1,Over 50 years,841m²,4,
"{""Listing ID"": ""904490"", ""Plot space"": ""13,600m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,848/ m2"", ""Užitná plocha"": ""244m²"", ""Condition"": ""Good"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,904490,"€2,848/ m2",,,,244m²,,Good,,Over 50 years,"13,600m²",2,
"{""Listing ID"": ""904491"", ""Available from"": ""01/06/2025"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""340m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€5/ m2"", """": ""MHD 1 minute on foot""}",True,904491,€5/ m2,,,01/06/2025,,,After reconstruction,,Over 50 years,,,
"{""Listing ID"": ""904492"", ""Layout"": ""3+1"", ""Condition"": ""Before reconstruction"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""€1,667/ m2"", ""Užitná plocha"": ""78m²"", ""Available from"": ""08/06/2025"", ""Floor"": ""1. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,904492,"€1,667/ m2",,G - Extremely uneconomical,08/06/2025,78m²,1. podlaží z 3,Before reconstruction,3+1,Over 50 years,,,
