Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""882486"", ""Plot space"": ""1,449m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 4 minutes by car""}",True,882486.0,CZK 34/ m2,,Very good,Solitude,,,,,"1,449m²",Field,,
"{""Listing ID"": ""882575"", ""Plot space"": ""8,266m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 13 minutes by car""}",True,882575.0,CZK 43/ m2,,Very good,Solitude,,,,,"8,266m²",Field,,
"{""Listing ID"": ""885889"", ""Plot space"": ""4,837m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 21/ m2"", """": ""MHD 1 minute by car""}",True,885889.0,CZK 21/ m2,,Very good,Solitude,,,,,"4,837m²",Forest,,
"{""Listing ID"": ""885891"", ""Plot space"": ""5,649m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 20/ m2"", """": ""MHD 1 minute by car""}",True,885891.0,CZK 20/ m2,,Very good,Solitude,,,,,"5,649m²",Forest,,
"{""Listing ID"": ""894408"", ""Plot space"": ""4,030m²"", ""Plot type"": ""Commercial"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 2,231/ m2"", """": ""MHD 8 minutes on foot""}",True,894408.0,"CZK 2,231/ m2",,Very good,Solitude,,,,,"4,030m²",Commercial,,
"{""Listing ID"": ""899398"", ""Plot space"": ""8,064m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 57/ m2"", """": ""MHD 7 minutes on foot""}",True,899398.0,CZK 57/ m2,,Very good,Polosamota,,,,,"8,064m²",Field,,
"{""Listing ID"": ""899403"", ""Plot space"": ""2,391m²"", ""Plot type"": ""Other"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 25/ m2"", """": ""MHD 1 minute on foot""}",True,899403.0,CZK 25/ m2,,Very good,Polosamota,,,,,"2,391m²",Other,,
"{""Listing ID"": ""899404"", ""Plot space"": ""8,097m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 43/ m2"", """": ""MHD 9 minutes on foot""}",True,899404.0,CZK 43/ m2,,Very good,Solitude,,,,,"8,097m²",Field,,
"{""Listing ID"": ""899405"", ""Plot space"": ""3,172m²"", ""Plot type"": ""Other"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 63/ m2"", """": ""MHD 9 minutes on foot""}",True,899405.0,CZK 63/ m2,,Very good,Polosamota,,,,,"3,172m²",Other,,
"{""Listing ID"": ""899423"", ""Plot space"": ""1,960m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 29/ m2"", """": ""MHD 5 minutes on foot""}",True,899423.0,CZK 29/ m2,,Very good,Solitude,,,,,"1,960m²",Meadow,,
"{""Listing ID"": ""899430"", ""Plot space"": ""24,367m²"", ""Plot type"": ""Meadow"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 35/ m2"", """": ""MHD 2 minutes by car""}",True,899430.0,CZK 35/ m2,,Very good,Solitude,,,,,"24,367m²",Meadow,,
"{""Listing ID"": ""899433"", ""Plot space"": ""4,929m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 45/ m2"", """": ""MHD 6 minutes by car""}",True,899433.0,CZK 45/ m2,,Very good,Solitude,,,,,"4,929m²",Field,,
"{""Listing ID"": ""899438"", ""Plot space"": ""2,938m²"", ""Plot type"": ""Other"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 30/ m2"", """": ""MHD 5 minutes by car""}",True,899438.0,CZK 30/ m2,,Very good,Solitude,,,,,"2,938m²",Other,,
"{""Listing ID"": ""899460"", ""Plot space"": ""6,141m²"", ""Plot type"": ""Meadow"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 36/ m2"", """": ""MHD 2 minutes by car""}",True,899460.0,CZK 36/ m2,,Very good,Polosamota,,,,,"6,141m²",Meadow,,
"{""Listing ID"": ""908824"", ""Plot space"": ""998m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,211/ m2"", ""Užitná plocha"": ""1,579m²"", ""Condition"": ""New-build"", ""Total floors"": ""2"", """": ""Lift""}",True,908824.0,"€3,211/ m2",,New-build,,,"1,579m²",,,998m²,,Over 50 years,2.0
"{""Listing ID"": ""908825"", ""Layout"": ""4+1"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€11/ m2"", ""Užitná plocha"": ""70m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,908825.0,€11/ m2,,After reconstruction,,,70m²,4+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908827"", ""Plot space"": ""1,752m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,533/ m2"", ""Užitná plocha"": ""300m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""3"", """": ""Garage""}",True,908827.0,"€2,533/ m2",,,,,300m²,,F - Very uneconomical,"1,752m²",,Over 50 years,3.0
"{""Listing ID"": ""908829"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""91m²"", ""Available from"": ""01/06/2025"", ""Floor"": ""3. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""Parking""}",True,908829.0,€9/ m2,3. podlaží z 3,Good,,01/06/2025,91m²,3+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908831"", ""Layout"": ""5+1"", ""Condition"": ""New-build"", ""Total floors"": ""3"", ""Užitná plocha"": ""95m²"", ""Plot space"": ""135m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€18/ m2"", """": ""Parking""}",True,908831.0,€18/ m2,,New-build,,,95m²,5+1,,135m²,,Over 50 years,3.0
"{""Listing ID"": ""908212"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""40m²"", ""Location"": ""The quiet part"", ""Available from"": ""16/06/2025"", ""Floor"": ""2. podlaží z 7"", ""Price per unit"": ""CZK 498/ m2"", """": ""Lift""}",True,908212.0,CZK 498/ m2,2. podlaží z 7,Very good,The quiet part,16/06/2025,40m²,1 bedroom,,,,,
"{""Listing ID"": ""908832"", ""Available from"": ""03/06/2025"", ""Floor"": ""Floors not specified"", ""Plocha garáže"": ""14m²"", ""Condition"": ""Very good"", ""Price per unit"": ""€6/ m2"", """": ""Garage""}",True,908832.0,€6/ m2,Floors not specified,Very good,,03/06/2025,,,,,,,
"{""Listing ID"": ""908834"", ""Fully furnished"": ""Fully furnished"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""14m²"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,908834.0,€14/ m2,,,,04/06/2025,14m²,,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""908835"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€11/ m2"", ""Užitná plocha"": ""91m²"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,908835.0,€11/ m2,2. podlaží z 4,After reconstruction,,01/06/2025,91m²,4+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908836"", ""Layout"": ""1 bedroom"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""34m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}",True,908836.0,€9/ m2,,After reconstruction,,,34m²,1 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""908838"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""121m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}",True,908838.0,€13/ m2,2. podlaží z 3,After reconstruction,,03/06/2025,121m²,4+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908841"", ""Layout"": ""3+1"", ""Floor"": ""3. podlaží"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""58m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€12/ m2"", """": ""MHD 3 minutes on foot""}",True,908841.0,€12/ m2,3. podlaží,After reconstruction,,,58m²,3+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908842"", ""Layout"": ""6+1"", ""Condition"": ""After reconstruction"", ""Total floors"": ""3"", ""Užitná plocha"": ""193m²"", ""Plot space"": ""197m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,793/ m2"", """": ""Garage""}",True,908842.0,"€2,793/ m2",,After reconstruction,,,193m²,6+1,,197m²,,Over 50 years,3.0
"{""Listing ID"": ""908843"", ""Layout"": ""6+1"", ""Plot space"": ""562m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""2"", ""Užitná plocha"": ""200m²"", ""Available from"": ""04/06/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,800/ m2"", """": ""MHD 1 minute on foot""}",True,908843.0,"€2,800/ m2",,Good,,04/06/2025,200m²,6+1,F - Very uneconomical,562m²,,Over 50 years,2.0
"{""Listing ID"": ""908845"", ""Layout"": ""1 bedroom"", ""Floor"": ""Ground floor"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""35m²"", ""Condition"": ""Very good"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€19/ m2"", """": ""Cellar""}",True,908845.0,€19/ m2,Ground floor,Very good,,,35m²,1 bedroom,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""908846"", ""Plot space"": ""1,644m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""2"", ""Užitná plocha"": ""187m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,818/ m2"", """": ""MHD 1 minute on foot""}",True,908846.0,"€1,818/ m2",,After reconstruction,,,187m²,,E - Wasteful,"1,644m²",,Over 50 years,2.0
"{""Listing ID"": ""908847"", ""Plot space"": ""462m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""190m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,200/ m2"", """": ""Garage""}",True,908847.0,"€4,200/ m2",,Very good,,,190m²,,A - Extremely economical,462m²,,Over 50 years,2.0
"{""Listing ID"": ""908848"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,867/ m2"", ""Užitná plocha"": ""150m²"", ""Plot space"": ""5,580m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""1"", """": ""MHD 2 minutes on foot""}",True,908848.0,"€2,867/ m2",,After reconstruction,,,150m²,4+1,F - Very uneconomical,"5,580m²",,Over 50 years,1.0
"{""Listing ID"": ""908849"", ""Layout"": ""3+1"", ""Condition"": ""Very good"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""72m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""Ground floor"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,908849.0,€14/ m2,Ground floor,Very good,,04/06/2025,72m²,3+1,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""908850"", ""Layout"": ""3+1"", ""Condition"": ""Very good"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""66m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží"", """": ""Lift""}",True,908850.0,€9/ m2,2. podlaží,Very good,,01/07/2025,66m²,3+1,,,,,
"{""Listing ID"": ""908851"", ""Layout"": ""4+1"", ""Condition"": ""New-build"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€3,568/ m2"", ""Užitná plocha"": ""95m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 0 minutes on foot""}",True,908851.0,"€3,568/ m2",1. podlaží z 3,New-build,,04/06/2025,95m²,4+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""908852"", ""Available from"": ""04/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,429/ m2"", ""Užitná plocha"": ""245m²"", ""Plot space"": ""1,079m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", """": ""Garage""}",True,908852.0,"€2,429/ m2",,After reconstruction,,04/06/2025,245m²,,G - Extremely uneconomical,"1,079m²",,Over 50 years,2.0
"{""Listing ID"": ""908853"", ""Plot space"": ""1,881m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""420m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,548/ m2"", """": ""MHD 0 minutes on foot""}",True,908853.0,"€3,548/ m2",,After reconstruction,,,420m²,,A - Extremely economical,"1,881m²",,Over 50 years,2.0
"{""Listing ID"": ""908854"", ""Plot space"": ""804m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,971/ m2"", ""Užitná plocha"": ""170m²"", ""Condition"": ""After reconstruction"", ""Total floors"": ""3"", """": ""Garage""}",True,908854.0,"€1,971/ m2",,After reconstruction,,,170m²,,,804m²,,Over 50 years,3.0
"{""Listing ID"": ""908855"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""75m²"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", """": ""Parking""}",True,908855.0,€9/ m2,,After reconstruction,,04/06/2025,75m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""908856"", ""Plot space"": ""920m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""3"", ""Užitná plocha"": ""430m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,407/ m2"", """": ""MHD 2 minutes on foot""}",True,908856.0,"€4,407/ m2",,Good,,,430m²,,D - Less economical,920m²,,Over 50 years,3.0
"{""Listing ID"": ""908857"", ""Layout"": ""6+1"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,600/ m2"", ""Užitná plocha"": ""225m²"", ""Plot space"": ""2,240m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", """": ""Garage""}",True,908857.0,"€6,600/ m2",,Very good,,,225m²,6+1,A - Extremely economical,"2,240m²",,Over 50 years,2.0
"{""Listing ID"": ""908859"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""260m²"", ""Floor"": ""3. podlaží z 4"", ""Price per unit"": ""€12/ m2"", """": ""MHD 2 minutes on foot""}",True,908859.0,€12/ m2,3. podlaží z 4,After reconstruction,,,,,,,,Over 50 years,
"{""Listing ID"": ""908860"", ""Plot space"": ""1,591m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""240m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,583/ m2"", """": ""Parking""}",True,908860.0,"€2,583/ m2",,After reconstruction,,,240m²,,D - Less economical,"1,591m²",,Over 50 years,2.0
"{""Listing ID"": ""908861"", ""Layout"": ""1 bedroom"", ""Condition"": ""Very good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""45m²"", ""Available from"": ""01/08/2025"", ""Floor"": ""Floors not specified"", ""Age"": ""Over 50 years"", """": ""MHD 12 minutes by car""}",True,908861.0,€14/ m2,Floors not specified,Very good,,01/08/2025,45m²,1 bedroom,C - Economical,,,Over 50 years,
"{""Listing ID"": ""908862"", ""Available from"": ""03/06/2025"", ""Condition"": ""After reconstruction"", ""Total floors"": ""2"", ""Užitná plocha"": ""380m²"", ""Plot space"": ""1,741m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,974/ m2"", """": ""Garage""}",True,908862.0,"€1,974/ m2",,After reconstruction,,03/06/2025,380m²,,,"1,741m²",,Over 50 years,2.0
"{""Listing ID"": ""908865"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""70m²"", ""Available from"": ""01/08/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""€11/ m2"", """": ""MHD 4 minutes on foot""}",True,908865.0,€11/ m2,Ground floor,Good,,01/08/2025,70m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""908866"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""Price per unit"": ""€21/ m2"", ""Užitná plocha"": ""50m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží z 4"", """": ""MHD 1 minute on foot""}",True,908866.0,€21/ m2,4. podlaží z 4,Very good,,,50m²,2 bedroom,,,,,
"{""Listing ID"": ""908867"", ""Layout"": ""5+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""177m²"", ""Available from"": ""01/05/2025"", ""Floor"": ""2. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,908867.0,€9/ m2,2. podlaží z 3,After reconstruction,,01/05/2025,177m²,5+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""908868"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€5,625/ m2"", ""Užitná plocha"": ""120m²"", ""Plot space"": ""1,275m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""1"", """": ""MHD 2 minutes on foot""}",True,908868.0,"€5,625/ m2",,Good,,,120m²,5+1,G - Extremely uneconomical,"1,275m²",,Over 50 years,1.0
"{""Listing ID"": ""884962"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""90m²"", ""Location"": ""Centre"", ""Available from"": ""17/03/2025"", ""Floor"": ""1. podlaží z 4"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 146,667/ m2"", """": ""Basement: 6 m²""}",True,884962.0,"CZK 146,667/ m2",1. podlaží z 4,Very good,Centre,17/03/2025,90m²,4+kk,C - Economical,,,,
"{""Listing ID"": ""472394"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 292/ m2"", ""Plocha nebytového prostoru"": ""51m²"", ""Location"": ""The quiet part"", ""Available from"": ""20/12/2024"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Prefab concrete"", """": ""Basement: 2 m²""}",True,472394.0,CZK 292/ m2,1. podlaží,Very good,The quiet part,20/12/2024,,2 bedroom,,,,,
"{""Listing ID"": ""875737"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Užitná plocha"": ""60m²"", ""Location"": ""The Edge"", ""Available from"": ""24/05/2025"", ""Floor"": ""3. podlaží z 6"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 367/ m2"", """": ""MHD 2 minutes on foot""}",True,875737.0,CZK 367/ m2,3. podlaží z 6,New-build,The Edge,24/05/2025,60m²,2+kk,,,,Up to 10 years,
"{""Listing ID"": ""886586"", ""Location"": ""The quiet part"", ""Available from"": ""23/05/2025"", ""Floor"": ""Ground floor"", ""EPC"": ""C - Economical"", ""Plocha kanceláře"": ""37m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 177/ m2""}",True,886586.0,CZK 177/ m2,Ground floor,Very good,The quiet part,23/05/2025,,,C - Economical,,,,
"{""Listing ID"": ""908342"", ""Poloha nebytového prostoru"": ""In the block"", ""Available from"": ""23/05/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""30m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Price per unit"": ""CZK 333/ m2"", """": ""Parking""}",True,908342.0,CZK 333/ m2,,New-build,,23/05/2025,,,,,,,
